source_class,source_file,dep_fqn,dep_simple,dep_category,rel_type,is_internal_target
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.EPQLibrary.Detector.DetectorLineshapeModel,DetectorLineshapeModel,internal,import,True
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.EPQLibrary.Detector.MicrocalCalibration.BasicMicrocalLineshape,BasicMicrocalLineshape,internal,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.Constraint,Constraint,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.LevenbergMarquardt2,LevenbergMarquardt2,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.LinearLeastSquares,LinearLeastSquares,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.ProgressEvent,ProgressEvent,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,Jama.Matrix,Matrix,external,import,False
MLLSQSignature,MLLSQSignature.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.Collection,Collection,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.Map,Map,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.Set,Set,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,gov.nist.microanalysis.EPQLibrary.ParticleSignature.StripMode,StripMode,internal,import,False
MLLSQSignature,MLLSQSignature.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
MLLSQSignature,MLLSQSignature.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
MLLSQSignature,MLLSQSignature.java,Cloneable,Cloneable,unknown,implements,False
MuCal,MuCal.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.Color,Color,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.FontMetrics,FontMetrics,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.Graphics2D,Graphics2D,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.image.BufferedImage,BufferedImage,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.util.Arrays,Arrays,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.util.Collection,Collection,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,java.io.BufferedReader,BufferedReader,java_stdlib,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,java.io.InputStream,InputStream,java_stdlib,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,java.io.InputStreamReader,InputStreamReader,java_stdlib,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,java.util.Calendar,Calendar,java_stdlib,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,java.util.Locale,Locale,java_stdlib,import,False
NISTMottScatteringAngle,NISTMottScatteringAngle.java,RandomizedScatter,RandomizedScatter,internal,extends,True
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.io.BufferedReader,BufferedReader,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.io.IOException,IOException,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.io.InputStreamReader,InputStreamReader,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.io.UnsupportedEncodingException,UnsupportedEncodingException,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.text.ParseException,ParseException,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.util.Locale,Locale,java_stdlib,import,False
NISTXRayTransitionDB,NISTXRayTransitionDB.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
NoisySpectrum,NoisySpectrum.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
NoisySpectrum,NoisySpectrum.java,gov.nist.microanalysis.Utility.PoissonDeviate,PoissonDeviate,nist_utility,import,False
NoisySpectrum,NoisySpectrum.java,DerivedSpectrum,DerivedSpectrum,internal,extends,True
Oxidizer,Oxidizer.java,java.io.PrintWriter,PrintWriter,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.io.StringWriter,StringWriter,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.util.Collection,Collection,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.util.Map,Map,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.util.Set,Set,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
Oxidizer,Oxidizer.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
Oxidizer,Oxidizer.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
Oxidizer,Oxidizer.java,gov.nist.microanalysis.Utility.DescriptiveStatistics,DescriptiveStatistics,nist_utility,import,False
Oxidizer,Oxidizer.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
Oxidizer,Oxidizer.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
PandPDatabase,PandPDatabase.java,java.io.IOException,IOException,java_stdlib,import,False
PandPDatabase,PandPDatabase.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
PAP1991,PAP1991.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
PAP1991,PAP1991.java,CorrectionAlgorithm.PhiRhoZAlgorithm,CorrectionAlgorithm.PhiRhoZAlgorithm,unknown,extends,False
ParticleSignature,ParticleSignature.java,java.awt.Color,Color,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.awt.Font,Font,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.awt.Graphics2D,Graphics2D,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.awt.SystemColor,SystemColor,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.awt.image.BufferedImage,BufferedImage,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Arrays,Arrays,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Collection,Collection,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Collections,Collections,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Comparator,Comparator,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Map,Map,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Random,Random,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.Set,Set,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
ParticleSignature,ParticleSignature.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
ParticleSignature,ParticleSignature.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
ParticleSignature,ParticleSignature.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
PeakROISearch,PeakROISearch.java,java.util.Arrays,Arrays,java_stdlib,import,False
PeakROISearch,PeakROISearch.java,java.util.HashSet,HashSet,java_stdlib,import,False
PeakROISearch,PeakROISearch.java,java.util.List,List,java_stdlib,import,False
PeakROISearch,PeakROISearch.java,java.util.Set,Set,java_stdlib,import,False
PeakROISearch,PeakROISearch.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
PeakROISearch,PeakROISearch.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
PeakROISearch,PeakROISearch.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
PeakROISearch,PeakROISearch.java,AlgorithmClass,AlgorithmClass,internal,extends,True
PeakStripping,PeakStripping.java,java.util.Arrays,Arrays,java_stdlib,import,False
PeakStripping,PeakStripping.java,java.util.List,List,java_stdlib,import,False
PeakStripping,PeakStripping.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
PeakStripping,PeakStripping.java,AlgorithmClass,AlgorithmClass,internal,extends,True
ProportionalIonizationCrossSection,ProportionalIonizationCrossSection.java,java.util.Arrays,Arrays,java_stdlib,import,False
ProportionalIonizationCrossSection,ProportionalIonizationCrossSection.java,java.util.List,List,java_stdlib,import,False
ProportionalIonizationCrossSection,ProportionalIonizationCrossSection.java,IonizationCrossSection,IonizationCrossSection,internal,extends,True
QuantificationOptimizer2,QuantificationOptimizer2.java,java.io.File,File,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,java.io.FileOutputStream,FileOutputStream,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,java.io.IOException,IOException,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,java.util.Collections,Collections,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,java.util.Map,Map,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,java.util.Set,Set,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.EPQLibrary.CompositionFromKRatios.UnmeasuredElementRule,UnmeasuredElementRule,internal,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.EPQLibrary.QuantificationOutline.ReferenceMaterial,ReferenceMaterial,internal,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.EPQLibrary.QuantificationPlan.Acquisition,Acquisition,internal,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.EPQLibrary.QuantifyUsingStandards.Result,Result,internal,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.EPQTools.WriteSpectrumAsEMSA1_0,WriteSpectrumAsEMSA1_0,nist_epqtools,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
QuantificationOptimizer2,QuantificationOptimizer2.java,QuantificationOptimizer,QuantificationOptimizer,internal,extends,True
QuantificationOutline,QuantificationOutline.java,java.io.File,File,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.io.PrintWriter,PrintWriter,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.io.StringWriter,StringWriter,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Arrays,Arrays,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Collection,Collection,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Collections,Collections,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.HashMap,HashMap,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.HashSet,HashSet,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Iterator,Iterator,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.List,List,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Map,Map,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Objects,Objects,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.Set,Set,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.EPQLibrary.CompositionFromKRatios.UnmeasuredElementRule,UnmeasuredElementRule,internal,import,False
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.Utility.TextUtilities,TextUtilities,nist_utility,import,False
QuantificationOutline,QuantificationOutline.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
QuantificationPlan,QuantificationPlan.java,java.io.File,File,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.Collection,Collection,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.Collections,Collections,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.HashMap,HashMap,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.HashSet,HashSet,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.List,List,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.Map,Map,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,java.util.Set,Set,java_stdlib,import,False
QuantificationPlan,QuantificationPlan.java,gov.nist.microanalysis.EPQLibrary.CompositionFromKRatios.UnmeasuredElementRule,UnmeasuredElementRule,internal,import,False
QuantificationPlan,QuantificationPlan.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
QuantificationPlan,QuantificationPlan.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
QuantificationPlan,QuantificationPlan.java,gov.nist.microanalysis.Utility.TextUtilities,TextUtilities,nist_utility,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.io.File,File,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.io.FileOutputStream,FileOutputStream,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.io.PrintWriter,PrintWriter,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.io.StringWriter,StringWriter,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.text.DecimalFormat,DecimalFormat,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.Collection,Collection,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.Collections,Collections,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.HashMap,HashMap,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.HashSet,HashSet,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.List,List,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.Map,Map,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.Set,Set,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.EPQLibrary.CompositionFromKRatios.OxygenByStoichiometry,OxygenByStoichiometry,internal,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.EPQLibrary.CompositionFromKRatios.UnmeasuredElementRule,UnmeasuredElementRule,internal,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.EPQLibrary.FilterFit.CullingStrategy,CullingStrategy,internal,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.EPQTools.WriteSpectrumAsEMSA1_0,WriteSpectrumAsEMSA1_0,nist_epqtools,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.Utility.Pair,Pair,nist_utility,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
QuantifyUsingStandards,QuantifyUsingStandards.java,QuantificationOutline,QuantificationOutline,internal,extends,True
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.text.DecimalFormat,DecimalFormat,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.Collections,Collections,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.HashMap,HashMap,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.HashSet,HashSet,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.List,List,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.Map,Map,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,java.util.Set,Set,java_stdlib,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,gov.nist.microanalysis.EPQLibrary.FilterFit.CullingStrategy,CullingStrategy,internal,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,gov.nist.microanalysis.Utility.Pair,Pair,nist_utility,import,False
QuantifyUsingSTEMinSEM,QuantifyUsingSTEMinSEM.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.io.File,File,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.io.FileOutputStream,FileOutputStream,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.io.IOException,IOException,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.io.InputStream,InputStream,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.io.PrintWriter,PrintWriter,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.io.StringWriter,StringWriter,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.text.DecimalFormat,DecimalFormat,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.util.Collection,Collection,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.util.HashMap,HashMap,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.util.List,List,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.util.Map,Map,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.util.Set,Set,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,gov.nist.microanalysis.EPQTools.EMSAFile,EMSAFile,nist_epqtools,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,gov.nist.microanalysis.EPQTools.WriteSpectrumAsEMSA1_0,WriteSpectrumAsEMSA1_0,nist_epqtools,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,gov.nist.microanalysis.Utility.Pair,Pair,nist_utility,import,False
QuantifyUsingZetaFactors,QuantifyUsingZetaFactors.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
RandomizedScatter,RandomizedScatter.java,java.util.List,List,java_stdlib,import,False
RandomizedScatter,RandomizedScatter.java,AlgorithmClass,AlgorithmClass,internal,extends,True
RandomizedScatterFactory,RandomizedScatterFactory.java,java.util.Arrays,Arrays,java_stdlib,import,False
RandomizedScatterFactory,RandomizedScatterFactory.java,java.util.List,List,java_stdlib,import,False
RandomizedScatterFactory,RandomizedScatterFactory.java,AlgorithmClass,AlgorithmClass,internal,extends,True
RegionOfInterestSet,RegionOfInterestSet.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
RegionOfInterestSet,RegionOfInterestSet.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
RegionOfInterestSet,RegionOfInterestSet.java,java.util.Iterator,Iterator,java_stdlib,import,False
RegionOfInterestSet,RegionOfInterestSet.java,java.util.Set,Set,java_stdlib,import,False
RegionOfInterestSet,RegionOfInterestSet.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
RegionOfInterestSet,RegionOfInterestSet.java,gov.nist.microanalysis.EPQLibrary.Detector.DetectorLineshapeModel,DetectorLineshapeModel,internal,import,True
RegionOfInterestSet,RegionOfInterestSet.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
RegionOfInterestSet,RegionOfInterestSet.java,gov.nist.microanalysis.Utility.TextUtilities,TextUtilities,nist_utility,import,False
RegionOfInterestSet,RegionOfInterestSet.java,Iterable,Iterable,unknown,implements,False
RegionOfInterestSet,RegionOfInterestSet.java,Comparable,Comparable,unknown,implements,False
Riveros1993,Riveros1993.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
ROISpectrum,ROISpectrum.java,java.io.File,File,java_stdlib,import,False
ROISpectrum,ROISpectrum.java,java.io.FileNotFoundException,FileNotFoundException,java_stdlib,import,False
ROISpectrum,ROISpectrum.java,java.io.FileOutputStream,FileOutputStream,java_stdlib,import,False
ROISpectrum,ROISpectrum.java,java.io.IOException,IOException,java_stdlib,import,False
ROISpectrum,ROISpectrum.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
ROISpectrum,ROISpectrum.java,gov.nist.microanalysis.EPQLibrary.Detector.IXRayDetector,IXRayDetector,internal,import,True
ROISpectrum,ROISpectrum.java,gov.nist.microanalysis.EPQTools.WriteSpectrumAsEMSA1_0,WriteSpectrumAsEMSA1_0,nist_epqtools,import,False
ROISpectrum,ROISpectrum.java,DerivedSpectrum,DerivedSpectrum,internal,extends,True
ROISpectrumNaive,ROISpectrumNaive.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
ROISpectrumNaive,ROISpectrumNaive.java,gov.nist.microanalysis.Utility.LinearRegression,LinearRegression,nist_utility,import,False
ROISpectrumNaive,ROISpectrumNaive.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
ROISpectrumNaive,ROISpectrumNaive.java,DerivedSpectrum,DerivedSpectrum,internal,extends,True
SamplePreparation,SamplePreparation.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
SamplePreparation,SamplePreparation.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
SampleShape,SampleShape.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
SampleShape,SampleShape.java,java.util.Arrays,Arrays,java_stdlib,import,False
SampleShape,SampleShape.java,java.util.Objects,Objects,java_stdlib,import,False
SampleShape,SampleShape.java,gov.nist.microanalysis.NISTMonte.CylindricalShape,CylindricalShape,nist_nistmonte,import,False
SampleShape,SampleShape.java,gov.nist.microanalysis.NISTMonte.MonteCarloSS.Shape,Shape,nist_nistmonte,import,False
SampleShape,SampleShape.java,gov.nist.microanalysis.NISTMonte.MultiPlaneShape,MultiPlaneShape,nist_nistmonte,import,False
SampleShape,SampleShape.java,gov.nist.microanalysis.NISTMonte.ShapeDifference,ShapeDifference,nist_nistmonte,import,False
SampleShape,SampleShape.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
SampleShape,SampleShape.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
ScreenedRutherfordScatteringAngle,ScreenedRutherfordScatteringAngle.java,RandomizedScatter,RandomizedScatter,internal,extends,True
SpectrumFitResult,SpectrumFitResult.java,java.math.RoundingMode,RoundingMode,java_stdlib,import,False
SpectrumFitResult,SpectrumFitResult.java,java.text.DateFormat,DateFormat,java_stdlib,import,False
